,Country,Year,RainValue,TempValue,Cases
0,南投,1998-01-01,7.367228394203039,16.809422836095763,6.0
1,南投,1999-01-01,4.670745002936464,16.242549889502765,0.0
2,南投,2000-01-01,5.594348876289135,16.356248204419888,0.0
3,南投,2001-01-01,5.932146387855433,16.20976302486188,1.0
4,南投,2002-01-01,3.2166510362670353,16.349279571823203,1.0
5,南投,2003-01-01,3.3046637884106813,16.217946733425414,0.0
6,南投,2004-01-01,5.390589922151013,15.820063186003685,2.0
7,南投,2005-01-01,7.975202145994476,15.920381933701659,2.0
8,南投,2006-01-01,7.471953585171731,16.228643821362798,2.0
9,南投,2007-01-01,7.171579973697054,16.07867628453039,6.0
10,南投,2008-01-01,7.655622774513352,15.883563095764273,3.0
11,南投,2009-01-01,5.285030244428636,16.179377626611416,3.0
12,南投,2010-01-01,5.09096938887477,16.179444926335176,5.0
13,南投,2011-01-01,4.431001290492634,15.849124476519338,4.0
14,南投,2012-01-01,7.802876244432781,16.260997605893188,4.0
15,南投,2013-01-01,6.883477746354512,16.21201682320442,7.0
16,南投,2014-01-01,4.62265767895534,16.15031612799263,4.0
17,南投,2015-01-01,4.1214864689714545,16.589406546961325,13.0
18,南投,2016-01-01,6.429342814917127,16.553746187845302,6.0
19,南投,2017-01-01,6.906612863411603,16.55100723756906,9.0
20,南投,2018-01-01,4.530811934517495,16.268044180478825,9.0
21,南投,2019-01-01,6.881238107367404,16.617020161141806,7.0
22,南投,2020-01-01,3.532160940036832,16.643819069981582,0.0
23,嘉義,1998-01-01,6.997520107810097,21.342817980769233,1.0
24,嘉義,1999-01-01,4.731263514644231,20.614084110576922,1.0
25,嘉義,2000-01-01,4.241579995634615,20.623680184294873,1.0
26,嘉義,2001-01-01,6.993594340225962,20.812796394230766,2.0
27,嘉義,2002-01-01,3.739977831482371,21.111465801282048,8.0
28,嘉義,2003-01-01,3.3535701837716343,20.90307376201923,0.0
29,嘉義,2004-01-01,5.05186015333093,20.60137765224359,2.0
30,嘉義,2005-01-01,9.258368717638621,20.530830616987178,2.0
31,嘉義,2006-01-01,7.557399736816508,20.992334951923077,3.0
32,嘉義,2007-01-01,7.143038453114584,20.91133105769231,8.0
33,嘉義,2008-01-01,8.365783467764423,20.691711333333334,2.0
34,嘉義,2009-01-01,6.069820260410256,20.94685127003205,3.0
35,嘉義,2010-01-01,5.231511141028045,20.832826089743588,13.0
36,嘉義,2011-01-01,4.1177550821875,20.37900669951923,4.0
37,嘉義,2012-01-01,7.129401564853365,20.78255891025641,2.0
38,嘉義,2013-01-01,7.0322313638806095,20.721326105769233,3.0
39,嘉義,2014-01-01,4.04538618014984,20.72591003205128,13.0
40,嘉義,2015-01-01,4.977952939780448,21.388957147435896,60.0
41,嘉義,2016-01-01,6.861872846153845,21.239885921474357,5.0
42,嘉義,2017-01-01,5.72233296003205,21.293889423076923,8.0
43,嘉義,2018-01-01,5.830350272088141,20.999493645833333,7.0
44,嘉義,2019-01-01,6.34720503632532,21.337904062499998,7.0
45,嘉義,2020-01-01,3.4126151276362178,21.4387971875,0.0
46,基隆,1998-01-01,12.593796916666667,22.059889166666668,0.0
47,基隆,1999-01-01,6.645888458333333,21.36328416666667,0.0
48,基隆,2000-01-01,13.876567499999998,21.445674999999998,1.0
49,基隆,2001-01-01,9.871760666666667,21.486145,0.0
50,基隆,2002-01-01,6.120066833333334,21.73521583333333,1.0
51,基隆,2003-01-01,5.355717150866667,21.49654083333333,0.0
52,基隆,2004-01-01,9.855765083333333,21.134182499999998,2.0
53,基隆,2005-01-01,11.574172341666666,21.066875,0.0
54,基隆,2006-01-01,9.906594333333333,21.548110833333336,1.0
55,基隆,2007-01-01,11.148612008333334,21.491948333333333,3.0
56,基隆,2008-01-01,10.474890119916665,21.231485833333334,5.0
57,基隆,2009-01-01,9.084261575000001,21.18786583333333,4.0
58,基隆,2010-01-01,8.4770940875,20.98334583333333,3.0
59,基隆,2011-01-01,10.5434555,20.798040833333335,3.0
60,基隆,2012-01-01,10.183188916666666,21.189190833333335,1.0
61,基隆,2013-01-01,9.898817083333332,21.61516333333333,2.0
62,基隆,2014-01-01,8.0433234,21.512814166666665,1.0
63,基隆,2015-01-01,9.0792845,21.486023333333332,9.0
64,基隆,2016-01-01,9.891121083333333,21.75736416666667,2.0
65,基隆,2017-01-01,10.068061250000001,21.606935,3.0
66,基隆,2018-01-01,9.187917691666666,21.541665833333337,2.0
67,基隆,2019-01-01,9.311491333333333,21.65621666666667,4.0
68,基隆,2020-01-01,10.039100916666666,21.607725000000002,0.0
69,宜蘭,1998-01-01,11.86140393877551,18.66479916666667,3.0
70,宜蘭,1999-01-01,5.9053879141156465,17.636450255102044,0.0
71,宜蘭,2000-01-01,9.944468582482992,17.729467312925173,0.0
72,宜蘭,2001-01-01,10.165652889455783,17.479460255102044,2.0
73,宜蘭,2002-01-01,4.087125893027211,17.672993605442176,0.0
74,宜蘭,2003-01-01,4.296678634992348,17.583698074829936,2.0
75,宜蘭,2004-01-01,6.78848505284864,17.16176973384354,3.0
76,宜蘭,2005-01-01,9.43745275085034,17.231241164115648,1.0
77,宜蘭,2006-01-01,7.273033586139457,17.59884552721088,1.0
78,宜蘭,2007-01-01,8.894660856964286,17.527151207482994,3.0
79,宜蘭,2008-01-01,8.968409120918366,17.192285687755103,1.0
80,宜蘭,2009-01-01,7.584061267074829,17.419896826020405,2.0
81,宜蘭,2010-01-01,6.248659483843537,17.52162742346939,3.0
82,宜蘭,2011-01-01,7.484313185374149,16.969240613095238,2.0
83,宜蘭,2012-01-01,8.717293598724488,17.405301471088436,7.0
84,宜蘭,2013-01-01,6.812302086649661,17.44676430272109,2.0
85,宜蘭,2014-01-01,4.63329266585034,17.301022377551018,1.0
86,宜蘭,2015-01-01,6.4167334531972795,17.858745578231293,8.0
87,宜蘭,2016-01-01,9.354361186904763,17.977851972789114,3.0
88,宜蘭,2017-01-01,8.251902237244899,17.75942214285714,3.0
89,宜蘭,2018-01-01,6.473585344472789,17.585654642857143,2.0
90,宜蘭,2019-01-01,7.119545795042516,17.930438001700683,5.0
91,宜蘭,2020-01-01,6.027331111989796,17.87053792517007,1.0
92,屏東,1998-01-01,6.755585191734218,23.010984873737375,13.0
93,屏東,1999-01-01,7.1727332113693185,22.0441155239899,2.0
94,屏東,2000-01-01,6.275543941444445,22.097988188131314,4.0
95,屏東,2001-01-01,8.284723145126893,22.137983118686865,3.0
96,屏東,2002-01-01,3.804308748291667,22.38320349747475,385.0
97,屏東,2003-01-01,4.705039500410353,22.137356843434343,17.0
98,屏東,2004-01-01,5.040876713045455,21.84957018939394,288.0
99,屏東,2005-01-01,9.313718637294192,21.869036546717172,12.0
100,屏東,2006-01-01,6.203689131883207,22.471622872474747,17.0
101,屏東,2007-01-01,7.855388041150883,22.311555113636363,7.0
102,屏東,2008-01-01,7.641464329273359,21.85216234217172,10.0
103,屏東,2009-01-01,6.242691603839015,22.0302254229798,81.0
104,屏東,2010-01-01,6.878088837986743,21.91664190025253,17.0
105,屏東,2011-01-01,5.637054337535985,21.481434154040404,149.0
106,屏東,2012-01-01,8.86206402158144,21.93869629419192,5.0
107,屏東,2013-01-01,6.365548667556818,21.893508680555556,480.0
108,屏東,2014-01-01,4.617163986009469,21.820033731060608,228.0
109,屏東,2015-01-01,5.226573248530302,22.48301318181818,414.0
110,屏東,2016-01-01,10.002245651263257,22.46545835227273,35.0
111,屏東,2017-01-01,5.839297581114268,22.5712251010101,8.0
112,屏東,2018-01-01,8.242513249662247,22.233342512626265,5.0
113,屏東,2019-01-01,6.5741555661628786,22.685878661616165,11.0
114,屏東,2020-01-01,5.112139980688131,22.738334204545453,1.0
115,彰化,1998-01-01,4.534148373511006,23.853603616352203,4.0
116,彰化,1999-01-01,2.5900039362405662,23.238761163522014,2.0
117,彰化,2000-01-01,2.8984817098270432,23.151877044025156,2.0
118,彰化,2001-01-01,4.07652721889151,23.284591666666667,7.0
119,彰化,2002-01-01,2.2433157725,23.837451572327044,5.0
120,彰化,2003-01-01,1.5766346506525155,23.48362704402516,2.0
121,彰化,2004-01-01,3.407545528772013,23.23226650943396,3.0
122,彰化,2005-01-01,4.653406829672956,23.165129559748426,6.0
123,彰化,2006-01-01,3.944576842421384,23.534667610062897,4.0
124,彰化,2007-01-01,4.714425936988994,23.53945754716981,5.0
125,彰化,2008-01-01,4.407722791194969,23.325344339622646,7.0
126,彰化,2009-01-01,2.8621816686367927,23.471067452830184,23.0
127,彰化,2010-01-01,3.1883672681540878,23.20917216981132,9.0
128,彰化,2011-01-01,1.9335746379245282,22.788476572327045,7.0
129,彰化,2012-01-01,4.568716290023585,23.263682075471696,12.0
130,彰化,2013-01-01,5.036577620599057,23.31506572327044,9.0
131,彰化,2014-01-01,2.623491290323899,23.526356761006287,9.0
132,彰化,2015-01-01,3.230821095172956,24.132280817610063,50.0
133,彰化,2016-01-01,3.382148022012579,23.89058977987421,8.0
134,彰化,2017-01-01,3.8946797413522014,23.834739465408806,13.0
135,彰化,2018-01-01,2.979372751143082,23.64240393081761,31.0
136,彰化,2019-01-01,3.987315918672955,23.945155503144655,22.0
137,彰化,2020-01-01,1.8499759491808176,24.211046226415093,4.0
138,新北,1998-01-01,11.458315665880503,21.075257374213837,25.0
139,新北,1999-01-01,5.634794581761007,20.383371831761007,4.0
140,新北,2000-01-01,10.317504981918239,20.48042789308176,3.0
141,新北,2001-01-01,9.28665330927673,20.383833199685533,11.0
142,新北,2002-01-01,4.732631969732704,20.675158459119498,14.0
143,新北,2003-01-01,4.20322372360849,20.445053089622643,8.0
144,新北,2004-01-01,8.425012963969339,20.103056682389937,11.0
145,新北,2005-01-01,9.577521827885219,20.043864504716982,15.0
146,新北,2006-01-01,7.6882052798034595,20.535758828616352,20.0
147,新北,2007-01-01,9.241656926737422,20.457673852201257,28.0
148,新北,2008-01-01,8.737761197578616,20.08508448113208,61.0
149,新北,2009-01-01,6.559888922955975,20.33108959119497,31.0
150,新北,2010-01-01,6.455276682783018,20.12052912735849,74.0
151,新北,2011-01-01,7.46303030581761,19.647988545597485,30.0
152,新北,2012-01-01,9.524135817610063,20.078039937106915,43.0
153,新北,2013-01-01,7.940409109276731,20.460500715408802,34.0
154,新北,2014-01-01,6.449127735849056,20.399928058176098,54.0
155,新北,2015-01-01,7.221445976415094,20.651980141509434,146.0
156,新北,2016-01-01,8.955229330974841,20.75118485062893,63.0
157,新北,2017-01-01,7.9080483450471695,20.627164724842768,68.0
158,新北,2018-01-01,6.588420770754717,20.410922924528304,103.0
159,新北,2019-01-01,7.423609262421383,20.64695103773585,97.0
160,新北,2020-01-01,6.561640885613207,20.720153380503145,19.0
161,新竹,1998-01-01,6.2627828638117276,19.52678767489712,3.0
162,新竹,1999-01-01,3.448275690421811,18.869141625514402,0.0
163,新竹,2000-01-01,6.011511260288065,18.897597283950617,0.0
164,新竹,2001-01-01,6.685756261934157,18.81054890946502,0.0
165,新竹,2002-01-01,3.444281177674897,18.954834207818934,1.0
166,新竹,2003-01-01,2.486080690894033,18.830457514403296,5.0
167,新竹,2004-01-01,5.821067954469136,18.4427944845679,3.0
168,新竹,2005-01-01,7.510035133724281,18.305662129629628,0.0
169,新竹,2006-01-01,6.1975835898580245,18.8218616563786,7.0
170,新竹,2007-01-01,6.289346058559672,18.762368755144035,4.0
171,新竹,2008-01-01,6.899984697942387,18.407354733539094,11.0
172,新竹,2009-01-01,3.975690636462963,18.64534395627572,9.0
173,新竹,2010-01-01,4.4482833899176955,18.479714444444443,11.0
174,新竹,2011-01-01,4.2945775730452675,18.084360756172835,3.0
175,新竹,2012-01-01,7.770758047325104,18.38287611111111,8.0
176,新竹,2013-01-01,6.647774141770576,18.47618975308642,19.0
177,新竹,2014-01-01,3.5674123741666666,18.521213538065844,12.0
178,新竹,2015-01-01,4.20955627882716,18.955271553497944,60.0
179,新竹,2016-01-01,5.782634414218107,19.087059166666663,18.0
180,新竹,2017-01-01,4.751596919753086,19.02285156378601,14.0
181,新竹,2018-01-01,3.6673650874485597,19.077878240740738,14.0
182,新竹,2019-01-01,5.609069617343621,19.406354475308643,25.0
183,新竹,2020-01-01,2.828377629015432,19.25977054526749,0.0
184,桃園,1998-01-01,7.420307865079365,20.908926865079366,0.0
185,桃園,1999-01-01,3.7467795018518513,20.234775,0.0
186,桃園,2000-01-01,6.730707062169311,20.219345264550263,0.0
187,桃園,2001-01-01,6.9297619494709,20.184999867724866,0.0
188,桃園,2002-01-01,3.0729203666666662,20.521798373015873,0.0
189,桃園,2003-01-01,2.3760907102671958,20.26532099206349,0.0
190,桃園,2004-01-01,4.934485432628307,19.908730277777778,0.0
191,桃園,2005-01-01,6.206381870465608,19.703804246031748,0.0
192,桃園,2006-01-01,5.700920663981481,20.227173902116405,0.0
193,桃園,2007-01-01,6.731701222288359,20.1863991005291,0.0
194,桃園,2008-01-01,6.7211971496150795,19.810795767195767,1.0
195,桃園,2009-01-01,3.686543435846561,20.13943265873016,0.0
196,桃園,2010-01-01,4.646486366402116,19.959694444444445,0.0
197,桃園,2011-01-01,4.858901175925926,19.429123862433865,2.0
198,桃園,2012-01-01,8.260769488095239,19.791894735449734,2.0
199,桃園,2013-01-01,6.337045335661375,20.025939007936508,2.0
200,桃園,2014-01-01,4.038000864325397,20.08800220899471,2.0
201,桃園,2015-01-01,4.879630735449735,20.516271203703706,2.0
202,桃園,2016-01-01,6.1891225859788355,20.562761164021165,2.0
203,桃園,2017-01-01,4.8846372440198405,20.492264021164022,10.0
204,桃園,2018-01-01,3.809225774470899,20.223741613756612,29.0
205,桃園,2019-01-01,5.369285253416667,20.464902367724868,63.0
206,桃園,2020-01-01,3.3366336386243383,20.588222473544974,6.0
207,澎湖,1998-01-01,2.8331444583333334,24.48154375,0.0
208,澎湖,1999-01-01,1.8573936868055556,23.765751388888887,0.0
209,澎湖,2000-01-01,2.0021980763888885,23.37449513888889,0.0
210,澎湖,2001-01-01,2.7463179636805557,23.909608333333335,0.0
211,澎湖,2002-01-01,1.6495707975694447,24.340893055555554,12.0
212,澎湖,2003-01-01,1.5278955083333332,23.90619444444445,0.0
213,澎湖,2004-01-01,2.6508650750694445,23.599805555555555,0.0
214,澎湖,2005-01-01,3.8830824826388883,23.562000694444446,0.0
215,澎湖,2006-01-01,3.0886704694444442,23.999165277777777,0.0
216,澎湖,2007-01-01,2.285493012388889,24.010598611111114,0.0
217,澎湖,2008-01-01,3.227904749305556,23.611491666666666,0.0
218,澎湖,2009-01-01,2.302805627916667,23.861638194444442,1.0
219,澎湖,2010-01-01,1.6153425520138893,23.76512291666667,0.0
220,澎湖,2011-01-01,1.6984670335069443,23.017568750000002,30.0
221,澎湖,2012-01-01,2.1260400749999997,23.40867013888889,1.0
222,澎湖,2013-01-01,2.364028958590278,23.553420833333334,1.0
223,澎湖,2014-01-01,1.6623867834166668,23.75969652777778,13.0
224,澎湖,2015-01-01,3.6052452395833336,24.137668750000003,9.0
225,澎湖,2016-01-01,3.2778423840277777,23.975665277777775,0.0
226,澎湖,2017-01-01,1.5918193361805555,23.84347291666667,0.0
227,澎湖,2018-01-01,2.0323536320833333,23.772864583333334,3.0
228,澎湖,2019-01-01,2.0748867258333332,23.942059027777777,2.0
229,澎湖,2020-01-01,1.565864865138889,23.98251597222222,0.0
230,臺中,1998-01-01,6.36482881994612,18.570964037356323,5.0
231,臺中,1999-01-01,3.9119741527327587,17.881551257183908,1.0
232,臺中,2000-01-01,5.3509659478376435,18.014817938218393,1.0
233,臺中,2001-01-01,5.373894576749282,17.857570747126438,7.0
234,臺中,2002-01-01,2.8806115786156608,18.146431853448277,15.0
235,臺中,2003-01-01,2.4767188241429596,18.002062945402297,7.0
236,臺中,2004-01-01,5.456560653397989,17.512318581681033,11.0
237,臺中,2005-01-01,7.8089414210704025,17.39931147270115,11.0
238,臺中,2006-01-01,6.859794355322558,17.769722981321838,13.0
239,臺中,2007-01-01,7.2692093179023,17.654027665229886,22.0
240,臺中,2008-01-01,7.25469092895115,17.45427665071839,20.0
241,臺中,2009-01-01,4.809207334467673,17.747816560272987,17.0
242,臺中,2010-01-01,5.223359239028017,17.687823089080464,25.0
243,臺中,2011-01-01,3.6587178685775865,17.526397206178164,22.0
244,臺中,2012-01-01,7.514044757061782,17.916221886494252,23.0
245,臺中,2013-01-01,6.879554209530891,17.775962033045978,23.0
246,臺中,2014-01-01,4.1454448232945404,17.71797191091954,45.0
247,臺中,2015-01-01,4.224707576931034,18.396085933908047,121.0
248,臺中,2016-01-01,5.757807723994254,18.411372076149423,53.0
249,臺中,2017-01-01,6.0218587259339085,18.37645683908046,42.0
250,臺中,2018-01-01,4.0106240170179595,18.386430905172414,152.0
251,臺中,2019-01-01,6.864279869544539,18.68176158764368,70.0
252,臺中,2020-01-01,2.8024672023929593,18.663841156609195,2.0
253,臺北,1998-01-01,11.173902424242424,22.24087462121212,18.0
254,臺北,1999-01-01,5.350162696969697,21.666200378787877,6.0
255,臺北,2000-01-01,8.981386643939393,21.755884090909092,5.0
256,臺北,2001-01-01,8.773495079545455,21.717138636363636,12.0
257,臺北,2002-01-01,4.329288727272727,22.082038257575757,23.0
258,臺北,2003-01-01,3.701301414280303,21.788340151515154,9.0
259,臺北,2004-01-01,8.301088307954545,21.411820833333334,12.0
260,臺北,2005-01-01,8.773822458333333,21.36621856060606,13.0
261,臺北,2006-01-01,7.495894287878787,21.89773712121212,13.0
262,臺北,2007-01-01,8.71655184090909,21.78757689393939,30.0
263,臺北,2008-01-01,8.414713760113637,21.52156450757576,66.0
264,臺北,2009-01-01,5.500113443181818,21.62860303030303,30.0
265,臺北,2010-01-01,6.373581484848485,21.425148106060604,60.0
266,臺北,2011-01-01,6.3757488787878795,20.981145075757578,53.0
267,臺北,2012-01-01,8.714447575757577,21.508914393939392,40.0
268,臺北,2013-01-01,7.425402075757576,21.902141666666665,64.0
269,臺北,2014-01-01,6.431865776515153,21.806483333333333,69.0
270,臺北,2015-01-01,6.2530536325757575,22.028092803030304,154.0
271,臺北,2016-01-01,7.53428640530303,22.15444962121212,64.0
272,臺北,2017-01-01,7.19071206060606,22.071790151515152,67.0
273,臺北,2018-01-01,5.553164897727273,21.918513636363638,71.0
274,臺北,2019-01-01,7.073758878787878,22.14089053030303,97.0
275,臺北,2020-01-01,6.323544420454546,22.225563636363635,2.0
276,臺南,1998-01-01,5.657951690323432,23.87729381188119,143.0
277,臺南,1999-01-01,4.9378861071947195,23.18649570957096,11.0
278,臺南,2000-01-01,4.339479199722772,23.24556361386139,110.0
279,臺南,2001-01-01,6.324978124868813,23.354003630363035,5.0
280,臺南,2002-01-01,3.145234432172442,23.77523572607261,89.0
281,臺南,2003-01-01,2.8510600315544554,23.496679537953792,6.0
282,臺南,2004-01-01,3.612843458246699,23.199871534653465,9.0
283,臺南,2005-01-01,9.131171548796205,22.980046204620464,63.0
284,臺南,2006-01-01,5.917887539966172,23.563543646864687,14.0
285,臺南,2007-01-01,6.552664591988449,23.49546905940594,1772.0
286,臺南,2008-01-01,6.945992063469473,23.144138531353136,37.0
287,臺南,2009-01-01,4.859317778910891,23.45718613861386,18.0
288,臺南,2010-01-01,5.0118334148217825,23.308298514851487,487.0
289,臺南,2011-01-01,3.31667475970297,22.937704537953795,112.0
290,臺南,2012-01-01,6.25999293229538,23.220705528052804,754.0
291,臺南,2013-01-01,5.199101591953796,23.226279537953797,51.0
292,臺南,2014-01-01,3.300623295935643,23.239297854785477,174.0
293,臺南,2015-01-01,4.574906131088283,23.968246452145213,22759.0
294,臺南,2016-01-01,7.383318485726073,23.729504455445547,38.0
295,臺南,2017-01-01,4.006641367802805,23.920471534653466,18.0
296,臺南,2018-01-01,6.254862610308582,23.64082376237624,26.0
297,臺南,2019-01-01,5.594048905577557,23.948294884488448,66.0
298,臺南,2020-01-01,3.464956273376238,24.083272194719473,6.0
299,臺東,1998-01-01,6.630066700037156,19.08180835987261,2.0
300,臺東,1999-01-01,5.5994044268869425,18.0662664118896,0.0
301,臺東,2000-01-01,5.943431155457537,18.21467832271762,0.0
302,臺東,2001-01-01,6.195176731406582,18.191628073248406,2.0
303,臺東,2002-01-01,3.2595976661300425,18.250114522292996,0.0
304,臺東,2003-01-01,4.252435428475053,17.978717361995752,0.0
305,臺東,2004-01-01,3.5759337052361992,17.854100297239917,1.0
306,臺東,2005-01-01,6.712837941707538,18.036594968152865,6.0
307,臺東,2006-01-01,5.426146284314225,18.43715124203822,2.0
308,臺東,2007-01-01,5.6241700233869425,18.389756900212312,0.0
309,臺東,2008-01-01,4.7884232830207,17.944954373673035,0.0
310,臺東,2009-01-01,5.333252042917198,18.104452420382167,1.0
311,臺東,2010-01-01,5.240600136991507,18.15333884288747,1.0
312,臺東,2011-01-01,6.047015065265393,17.50820786093418,0.0
313,臺東,2012-01-01,6.672792716002124,18.009637505307854,2.0
314,臺東,2013-01-01,5.503258995934712,18.039361024416138,0.0
315,臺東,2014-01-01,3.5907573610090235,17.89431412420382,16.0
316,臺東,2015-01-01,3.797002733872081,18.63050528131635,17.0
317,臺東,2016-01-01,9.57190350774947,18.76965372611465,4.0
318,臺東,2017-01-01,6.285831807383227,18.67767879511677,0.0
319,臺東,2018-01-01,5.3283795661061575,18.334795042462844,3.0
320,臺東,2019-01-01,4.67080123955414,18.90501111464968,3.0
321,臺東,2020-01-01,3.5501521449575373,18.763733949044585,0.0
322,花蓮,1998-01-01,7.746674412757201,14.723770329218107,1.0
323,花蓮,1999-01-01,5.175210478837449,14.035353847736625,0.0
324,花蓮,2000-01-01,6.265272451327161,14.192969074074075,0.0
325,花蓮,2001-01-01,6.308859017726338,13.972958312757202,0.0
326,花蓮,2002-01-01,2.654771404995885,14.045232808641975,4.0
327,花蓮,2003-01-01,3.739732070016461,13.926839989711937,0.0
328,花蓮,2004-01-01,3.4625214475771604,13.715374012345679,0.0
329,花蓮,2005-01-01,5.818741609410494,13.811595823045268,3.0
330,花蓮,2006-01-01,5.178125964927983,14.080454619341564,0.0
331,花蓮,2007-01-01,5.615442097215022,13.977661141975307,1.0
332,花蓮,2008-01-01,4.744563221308643,13.63871161522634,2.0
333,花蓮,2009-01-01,5.04034537120679,13.913369598765431,3.0
334,花蓮,2010-01-01,4.6053279493107,13.97880799382716,2.0
335,花蓮,2011-01-01,5.606521143827161,13.370143395061728,0.0
336,花蓮,2012-01-01,5.931410812860083,13.839042181069958,1.0
337,花蓮,2013-01-01,4.9613217129115235,13.922293611111112,3.0
338,花蓮,2014-01-01,3.911130553588477,13.747075905349794,3.0
339,花蓮,2015-01-01,3.4965766403292178,14.259176162551439,16.0
340,花蓮,2016-01-01,8.253476620061729,14.31788561728395,2.0
341,花蓮,2017-01-01,5.523190078786008,14.250817757201647,1.0
342,花蓮,2018-01-01,4.109100535540123,13.779639495884775,2.0
343,花蓮,2019-01-01,4.656900385555555,14.33928410493827,6.0
344,花蓮,2020-01-01,2.864948306399177,14.29248138888889,0.0
